material_name,material_type,UTS_MPa,Elongation_pct,Elastic_Mod_MPa,Shear_Mod_MPa,Density_gcm3,Thermal_Cond,Brinell_Hard,Poisson_ratio,Max_Temp_F,Embodied_Energy,Mo_max,Ni_max,Fe_max,Ti_max,N_max
CSN 424203,Steel / Metal,430.0,12.0,73000.0,26000.0,2.7,,170.0,0.33,,,,,,,
CSN 424204,Steel / Metal,430.0,17.0,73000.0,26000.0,2.7,,170.0,0.33,,,,,,,
CSN 424250,Steel / Metal,340.0,12.0,73000.0,26000.0,2.7,,170.0,0.33,,,,,,,
CSN 424401,Steel / Metal,280.0,17.0,73000.0,26000.0,2.7,,170.0,0.33,,,,,,,
CSN 424413,Steel / Metal,200.0,17.0,73000.0,26000.0,2.7,,170.0,0.33,,,,,,,
Steel ST3KP GOST 380-94,Steel / Metal,360.0,27.0,201000.0,78000.0,7.856,,170.0,0.29,,,,,,,
Steel ST3PC GOST 380-94,Steel / Metal,370.0,26.0,201000.0,78000.0,7.856,,170.0,0.29,,,,,,,
Steel ST3CP GOST 380-94,Steel / Metal,380.0,26.0,201000.0,78000.0,7.856,,170.0,0.29,,,,,,,
Steel ST4KP GOST 380-94,Steel / Metal,400.0,25.0,201000.0,78000.0,7.856,,170.0,0.29,,,,,,,
Steel ST4PS GOST 380-94,Steel / Metal,410.0,24.0,201000.0,78000.0,7.856,,170.0,0.29,,,,,,,
Steel ST5PS GOST 380-94,Steel / Metal,490.0,20.0,201000.0,78000.0,7.856,,170.0,0.29,,,,,,,
Steel ST6PS GOST 380-94,Steel / Metal,590.0,15.0,201000.0,78000.0,7.856,,170.0,0.29,,,,,,,
Steel ST6SP GOST 380-94,Steel / Metal,600.0,15.0,201000.0,78000.0,7.856,,170.0,0.29,,,,,,,
Steel S245 GOST 27772-88,Steel / Metal,370.0,25.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
Steel S285 GOST 27772-88,Steel / Metal,390.0,23.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
Steel S345 GOST 27772-88,Steel / Metal,450.0,21.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
Steel S375 GOST 27772-88,Steel / Metal,480.0,20.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
Steel 08 GOST 1050-88,Steel / Metal,320.0,33.0,203000.0,78000.0,7.871,,131.0,0.3,,,,,,,
Steel 10 GOST 1050-88,Steel / Metal,330.0,31.0,206000.0,79000.0,7.856,,143.0,0.3,,,,,,,
Steel 10 GOST 1050-88,Steel / Metal,400.0,8.0,206000.0,79000.0,7.856,,170.0,0.3,,,,,,,
Steel 10 GOST 1050-88,Steel / Metal,410.0,8.0,206000.0,79000.0,7.856,,187.0,0.3,,,,,,,
Steel 10 GOST 1050-88,Steel / Metal,290.0,26.0,206000.0,79000.0,7.856,,143.0,0.3,,,,,,,
Steel 15 GOST 1050-88,Steel / Metal,370.0,27.0,201000.0,78000.0,7.85,,149.0,0.29,,,,,,,
Steel 15 GOST 1050-88,Steel / Metal,450.0,8.0,201000.0,78000.0,7.85,,170.0,0.29,,,,,,,
Steel 15 GOST 1050-88,Steel / Metal,440.0,8.0,201000.0,78000.0,7.85,,197.0,0.29,,,,,,,
Steel 15 GOST 1050-88,Steel / Metal,340.0,23.0,201000.0,78000.0,7.85,,149.0,0.29,,,,,,,
Steel 20 GOST 1050-88,Steel / Metal,410.0,25.0,212000.0,82000.0,7.859,,163.0,0.29,,,,,,,
Steel 20 GOST 1050-88,Steel / Metal,500.0,17.0,212000.0,82000.0,7.859,,170.0,0.29,,,,,,,
Steel 20 GOST 1050-88,Steel / Metal,490.0,7.0,212000.0,82000.0,7.859,,207.0,0.29,,,,,,,
Steel 20 GOST 1050-88,Steel / Metal,390.0,21.0,212000.0,82000.0,7.859,,163.0,0.29,,,,,,,
Steel 25 GOST 1050-88,Steel / Metal,450.0,23.0,198000.0,77000.0,7.82,,170.0,0.29,,,,,,,
Steel 25 GOST 1050-88,Steel / Metal,550.0,17.0,198000.0,77000.0,7.82,,170.0,0.29,,,,,,,
Steel 25 GOST 1050-88,Steel / Metal,540.0,7.0,198000.0,77000.0,7.82,,217.0,0.29,,,,,,,
Steel 25 GOST 1050-88,Steel / Metal,410.0,19.0,198000.0,77000.0,7.82,,170.0,0.29,,,,,,,
Steel 30 GOST 1050-88,Steel / Metal,490.0,21.0,200000.0,77000.0,7.85,,179.0,0.3,,,,,,,
Steel 30 GOST 1050-88,Steel / Metal,600.0,17.0,200000.0,77000.0,7.85,,170.0,0.3,,,,,,,
Steel 30 GOST 1050-88,Steel / Metal,560.0,7.0,200000.0,77000.0,7.85,,229.0,0.3,,,,,,,
Steel 30 GOST 1050-88,Steel / Metal,440.0,17.0,200000.0,77000.0,7.85,,179.0,0.3,,,,,,,
Steel 30 GOST 1050-88,Steel / Metal,575.0,21.0,200000.0,77000.0,7.85,,170.0,0.3,,,,,,,
Steel 35 GOST 1050-88,Steel / Metal,530.0,20.0,206000.0,79000.0,7.826,,207.0,0.3,,,,,,,
Steel 35 GOST 1050-88,Steel / Metal,650.0,19.0,206000.0,79000.0,7.826,,170.0,0.3,,,,,,,
Steel 35 GOST 1050-88,Steel / Metal,1000.0,17.0,206000.0,79000.0,7.826,,170.0,0.3,,,,,,,
Steel 35 GOST 1050-88,Steel / Metal,590.0,6.0,206000.0,79000.0,7.826,,229.0,0.3,,,,,,,
Steel 35 GOST 1050-88,Steel / Metal,470.0,15.0,206000.0,79000.0,7.826,,187.0,0.3,,,,,,,
Steel 35 GOST 1050-88,Steel / Metal,625.0,20.0,206000.0,79000.0,7.826,,170.0,0.3,,,,,,,
Steel 40 GOST 1050-88,Steel / Metal,570.0,19.0,212000.0,82000.0,7.85,,217.0,0.29,,,,,,,
Steel 40 GOST 1050-88,Steel / Metal,700.0,17.0,212000.0,82000.0,7.85,,170.0,0.29,,,,,,,
Steel 40 GOST 1050-88,Steel / Metal,1000.0,17.0,212000.0,82000.0,7.85,,170.0,0.29,,,,,,,
Steel 40 GOST 1050-88,Steel / Metal,610.0,6.0,212000.0,82000.0,7.85,,241.0,0.29,,,,,,,
Steel 40 GOST 1050-88,Steel / Metal,510.0,14.0,212000.0,82000.0,7.85,,197.0,0.29,,,,,,,
Steel 40 GOST 1050-88,Steel / Metal,675.0,19.0,212000.0,82000.0,7.85,,170.0,0.29,,,,,,,
Steel 45 GOST 1050-88,Steel / Metal,600.0,16.0,200000.0,77000.0,7.81,,220.0,0.3,,,,,,,
Steel 45 GOST 1050-88,Steel / Metal,750.0,16.0,200000.0,77000.0,7.81,,170.0,0.3,,,,,,,
Steel 45 GOST 1050-88,Steel / Metal,900.0,17.0,200000.0,77000.0,7.81,,170.0,0.3,,,,,,,
Steel 45 GOST 1050-88,Steel / Metal,1000.0,17.0,200000.0,77000.0,7.81,,170.0,0.3,,,,,,,
Steel 45 GOST 1050-88,Steel / Metal,1200.0,17.0,200000.0,77000.0,7.81,,170.0,0.3,,,,,,,
Steel 45 GOST 1050-88,Steel / Metal,750.0,17.0,200000.0,77000.0,7.81,,170.0,0.3,,,,,,,
Steel 45 GOST 1050-88,Steel / Metal,640.0,6.0,200000.0,77000.0,7.81,,241.0,0.3,,,,,,,
Steel 45 GOST 1050-88,Steel / Metal,540.0,13.0,200000.0,77000.0,7.81,,207.0,0.3,,,,,,,
Steel 45 GOST 1050-88,Steel / Metal,705.0,17.0,200000.0,77000.0,7.81,,170.0,0.3,,,,,,,
Steel 50 GOST 1050-88,Steel / Metal,600.0,14.0,216000.0,83000.0,7.81,,241.0,0.3,,,,,,,
Steel 50 GOST 1050-88,Steel / Metal,900.0,15.0,216000.0,83000.0,7.81,,170.0,0.3,,,,,,,
Steel 50 GOST 1050-88,Steel / Metal,660.0,6.0,216000.0,83000.0,7.81,,255.0,0.3,,,,,,,
Steel 50 GOST 1050-88,Steel / Metal,560.0,12.0,216000.0,83000.0,7.81,,217.0,0.3,,,,,,,
Steel 50 GOST 1050-88,Steel / Metal,725.0,16.0,216000.0,83000.0,7.81,,170.0,0.3,,,,,,,
Steel 55 GOST 1050-88,Steel / Metal,630.0,13.0,210000.0,81000.0,7.82,,255.0,0.3,,,,,,,
Steel 55 GOST 1050-88,Steel / Metal,775.0,15.0,210000.0,81000.0,7.82,,170.0,0.3,,,,,,,
Steel 60 GOST 1050-88,Steel / Metal,680.0,12.0,204000.0,79000.0,7.81,,255.0,0.29,,,,,,,
Steel 60 GOST 1050-88,Steel / Metal,825.0,14.0,204000.0,79000.0,7.81,,170.0,0.29,,,,,,,
Steel 20G GOST 1050-88,Steel / Metal,460.0,17.0,204000.0,79000.0,7.82,,170.0,0.29,,,,,,,
Steel 20G GOST 1050-88,Steel / Metal,570.0,17.0,204000.0,79000.0,7.82,,170.0,0.29,,,,,,,
Steel 30G GOST 1050-88,Steel / Metal,550.0,17.0,200000.0,77000.0,7.81,,170.0,0.3,,,,,,,
Steel 30G GOST 1050-88,Steel / Metal,680.0,17.0,200000.0,77000.0,7.81,,170.0,0.3,,,,,,,
Steel 40G GOST 1050-88,Steel / Metal,600.0,17.0,204000.0,79000.0,7.81,,170.0,0.29,,,,,,,
Steel 40G GOST 1050-88,Steel / Metal,840.0,17.0,204000.0,79000.0,7.81,,170.0,0.29,,,,,,,
Steel 50G GOST 1050-88,Steel / Metal,660.0,17.0,216000.0,84000.0,7.81,,170.0,0.29,,,,,,,
Steel 50G GOST 1050-88,Steel / Metal,820.0,17.0,216000.0,84000.0,7.81,,170.0,0.29,,,,,,,
Steel 65G GOST 1050-88,Steel / Metal,750.0,17.0,215000.0,83000.0,7.85,,170.0,0.3,,,,,,,
Steel 65G GOST 1050-88,Steel / Metal,900.0,17.0,215000.0,83000.0,7.85,,170.0,0.3,,,,,,,
Steel 65G GOST 1050-88,Steel / Metal,1500.0,17.0,215000.0,83000.0,7.85,,170.0,0.3,,,,,,,
Steel A11 GOST 1414-75,Steel / Metal,490.0,10.0,216000.0,83000.0,7.86,,207.0,0.3,,,,,,,
Steel A12 GOST 1414-75,Steel / Metal,510.0,7.0,216000.0,83000.0,7.86,,217.0,0.3,,,,,,,
Steel A12 GOST 1414-75,Steel / Metal,460.0,7.0,216000.0,83000.0,7.86,,217.0,0.3,,,,,,,
Steel A20 GOST 1414-75,Steel / Metal,530.0,7.0,216000.0,83000.0,7.86,,217.0,0.3,,,,,,,
Steel A30 GOST 1414-75,Steel / Metal,540.0,6.0,216000.0,83000.0,7.86,,223.0,0.3,,,,,,,
Steel A35 GOST 1414-75,Steel / Metal,570.0,6.0,216000.0,83000.0,7.86,,229.0,0.3,,,,,,,
Steel 15Ch GOST 4543-71,Steel / Metal,690.0,12.0,206000.0,80000.0,7.86,,170.0,0.29,,,,,,,
Steel 20Ch GOST 4543-71,Steel / Metal,780.0,11.0,216000.0,83000.0,7.83,,179.0,0.3,,,,,,,
Steel 20Ch GOST 4543-71,Steel / Metal,600.0,17.0,216000.0,83000.0,7.83,,170.0,0.3,,,,,,,
Steel 20Ch GOST 4543-71,Steel / Metal,700.0,17.0,216000.0,83000.0,7.83,,170.0,0.3,,,,,,,
Steel 20Ch GOST 4543-71,Steel / Metal,850.0,17.0,216000.0,83000.0,7.83,,170.0,0.3,,,,,,,
Steel 30Ch GOST 4543-71,Steel / Metal,880.0,12.0,208000.0,80000.0,7.82,,187.0,0.3,,,,,,,
Steel 35Ch GOST 4543-71,Steel / Metal,910.0,11.0,214000.0,83000.0,7.85,,197.0,0.29,,,,,,,
Steel 40Ch GOST 4543-71,Steel / Metal,980.0,10.0,214000.0,83000.0,7.85,,217.0,0.29,,,,,,,
Steel 40Ch GOST 4543-71,Steel / Metal,630.0,17.0,214000.0,83000.0,7.85,,170.0,0.29,,,,,,,
Steel 40Ch GOST 4543-71,Steel / Metal,800.0,17.0,214000.0,83000.0,7.85,,170.0,0.29,,,,,,,
Steel 40Ch GOST 4543-71,Steel / Metal,1100.0,17.0,214000.0,83000.0,7.85,,170.0,0.29,,,,,,,
Steel 40Ch GOST 4543-71,Steel / Metal,1300.0,17.0,214000.0,83000.0,7.85,,170.0,0.29,,,,,,,
Steel 45Ch GOST 4543-71,Steel / Metal,1030.0,9.0,206000.0,79000.0,7.82,,229.0,0.3,,,,,,,
Steel 45Ch GOST 4543-71,Steel / Metal,650.0,17.0,206000.0,79000.0,7.82,,170.0,0.3,,,,,,,
Steel 45Ch GOST 4543-71,Steel / Metal,950.0,17.0,206000.0,79000.0,7.82,,170.0,0.3,,,,,,,
Steel 45Ch GOST 4543-71,Steel / Metal,1400.0,17.0,206000.0,79000.0,7.82,,170.0,0.3,,,,,,,
Steel 50Ch GOST 4543-71,Steel / Metal,1080.0,9.0,207000.0,80000.0,7.86,,229.0,0.29,,,,,,,
Steel 50Ch GOST 4543-71,Steel / Metal,650.0,17.0,207000.0,80000.0,7.86,,170.0,0.29,,,,,,,
Steel 50Ch GOST 4543-71,Steel / Metal,1500.0,17.0,207000.0,80000.0,7.86,,170.0,0.29,,,,,,,
Steel 10G2 GOST 4543-71,Steel / Metal,430.0,17.0,204000.0,79000.0,7.79,,170.0,0.29,,,,,,,
Steel 35G2 GOST 4543-71,Steel / Metal,630.0,17.0,204000.0,79000.0,7.79,,170.0,0.29,,,,,,,
Steel 35G2 GOST 4543-71,Steel / Metal,800.0,17.0,204000.0,79000.0,7.79,,249.0,0.29,,,,,,,
Steel 40G2 GOST 4543-71,Steel / Metal,670.0,17.0,212000.0,82000.0,7.8,,170.0,0.29,,,,,,,
Steel 40G2 GOST 4543-71,Steel / Metal,1120.0,17.0,212000.0,82000.0,7.8,,331.0,0.29,,,,,,,
Steel 45G2 GOST 4543-71,Steel / Metal,700.0,17.0,204000.0,79000.0,7.81,,170.0,0.29,,,,,,,
Steel 45G2 GOST 4543-71,Steel / Metal,850.0,17.0,204000.0,79000.0,7.81,,295.0,0.29,,,,,,,
Steel 33ChS GOST 4543-71,Steel / Metal,600.0,17.0,214000.0,83000.0,7.64,,170.0,0.29,,,,,,,
Steel 33ChS GOST 4543-71,Steel / Metal,900.0,17.0,214000.0,83000.0,7.64,,170.0,0.29,,,,,,,
Steel 38ChS GOST 4543-71,Steel / Metal,950.0,17.0,211000.0,82000.0,7.64,,170.0,0.29,,,,,,,
Steel 30ChMA GOST 4543-71,Steel / Metal,930.0,12.0,208000.0,80000.0,7.82,,229.0,0.3,,,,,,,
Steel 30ChM GOST 4543-71,Steel / Metal,950.0,17.0,208000.0,80000.0,7.82,,170.0,0.3,,,,,,,
Steel 35ChM GOST 4543-71,Steel / Metal,930.0,12.0,213000.0,82000.0,7.82,,241.0,0.3,,,,,,,
Steel 35ChM GOST 4543-71,Steel / Metal,1000.0,17.0,213000.0,82000.0,7.82,,270.0,0.3,,,,,,,
Steel 35ChM GOST 4543-71,Steel / Metal,1600.0,17.0,213000.0,82000.0,7.82,,170.0,0.3,,,,,,,
Steel 18ChG GOST 4543-71,Steel / Metal,800.0,10.0,213000.0,82000.0,7.82,,187.0,0.3,,,,,,,
Steel 18ChGT GOST 4543-71,Steel / Metal,700.0,17.0,211000.0,82000.0,7.8,,170.0,0.29,,,,,,,
Steel 18ChGT GOST 4543-71,Steel / Metal,1000.0,9.0,211000.0,82000.0,7.8,,170.0,0.29,,,,,,,
Steel 30ChGT GOST 4543-71,Steel / Metal,1250.0,17.0,212000.0,82000.0,7.8,,170.0,0.29,,,,,,,
Steel 30ChGT GOST 4543-71,Steel / Metal,1100.0,17.0,212000.0,82000.0,7.8,,170.0,0.29,,,,,,,
Steel 20ChGSA GOST 4543-71,Steel / Metal,780.0,12.0,213000.0,82000.0,7.76,,207.0,0.3,,,,,,,
Steel 20ChGSA GOST 4543-71,Steel / Metal,800.0,17.0,213000.0,82000.0,7.76,,170.0,0.3,,,,,,,
Steel 20ChGNR GOST 4543-71,Steel / Metal,1300.0,17.0,213000.0,82000.0,7.8,,170.0,0.3,,,,,,,
Steel 20ChGNR GOST 4543-71,Steel / Metal,1450.0,17.0,213000.0,82000.0,7.8,,170.0,0.3,,,,,,,
Steel 40ChFA GOST 4543-71,Steel / Metal,900.0,10.0,215000.0,83000.0,7.81,,170.0,0.3,,,,,,,
Steel 40ChFA GOST 4543-71,Steel / Metal,1600.0,17.0,215000.0,83000.0,7.81,,170.0,0.3,,,,,,,
Steel 30ChGS GOST 4543-71,Steel / Metal,1080.0,10.0,213000.0,82000.0,7.85,,229.0,0.3,,,,,,,
Steel 20ChN GOST 4543-71,Steel / Metal,780.0,14.0,200000.0,77000.0,7.85,,197.0,0.3,,,,,,,
Steel 40ChN GOST 4543-71,Steel / Metal,980.0,11.0,200000.0,77000.0,7.85,,229.0,0.3,,,,,,,
Steel 40ChN GOST 4543-71,Steel / Metal,780.0,17.0,200000.0,77000.0,7.85,,170.0,0.3,,,,,,,
Steel 40ChN GOST 4543-71,Steel / Metal,1200.0,17.0,200000.0,77000.0,7.85,,170.0,0.3,,,,,,,
Steel 45ChN GOST 4543-71,Steel / Metal,1030.0,10.0,200000.0,77000.0,7.82,,207.0,0.3,,,,,,,
Steel 50ChN GOST 4543-71,Steel / Metal,1080.0,9.0,200000.0,77000.0,7.86,,207.0,0.3,,,,,,,
Steel 30ChN3A GOST 4543-71,Steel / Metal,980.0,10.0,215000.0,83000.0,7.85,,241.0,0.3,,,,,,,
Steel 12ChN2 GOST 4543-71,Steel / Metal,800.0,17.0,211000.0,82000.0,7.88,,170.0,0.29,,,,,,,
Steel 12ChN3A GOST 4543-71,Steel / Metal,950.0,11.0,200000.0,77000.0,7.85,,170.0,0.3,,,,,,,
Steel 12ChN3A GOST 4543-71,Steel / Metal,1000.0,17.0,200000.0,77000.0,7.85,,170.0,0.3,,,,,,,
Steel 20Ch2N4A GOST 4543-71,Steel / Metal,680.0,17.0,203000.0,78000.0,7.85,,170.0,0.3,,,,,,,
Steel 20Ch2N4A GOST 4543-71,Steel / Metal,1100.0,10.0,203000.0,78000.0,7.85,,170.0,0.3,,,,,,,
Steel 20Ch2N4A GOST 4543-71,Steel / Metal,1300.0,17.0,203000.0,78000.0,7.85,,170.0,0.3,,,,,,,
Steel 30ChGS GOST 4543-71,Steel / Metal,600.0,17.0,213000.0,82000.0,7.85,,170.0,0.3,,,,,,,
Steel 30ChGSA GOST 4543-71,Steel / Metal,1100.0,17.0,215000.0,83000.0,7.85,,170.0,0.3,,,,,,,
Steel 38Ch210 GOST 4543-71,Steel / Metal,800.0,17.0,215000.0,83000.0,7.85,,170.0,0.3,,,,,,,
Steel 38ChA GOST 4543-71,Steel / Metal,930.0,12.0,206000.0,80000.0,7.86,,170.0,0.29,,,,,,,
Steel 38Ch2MJuA GOST 4543-71,Steel / Metal,980.0,14.0,206000.0,80000.0,7.86,,170.0,0.3,,,,,,,
Steel 12MCh GOST 20072-74,Steel / Metal,410.0,21.0,212000.0,82000.0,7.85,,217.0,0.29,,,,,,,
Steel 12Ch1MF GOST 20072-74,Steel / Metal,470.0,21.0,198000.0,77000.0,7.8,,217.0,0.29,,,,,,,
Steel 20Ch1M1F1TR GOST 20072-74,Steel / Metal,780.0,15.0,200000.0,77000.0,7.8,,229.0,0.3,,,,,,,
Steel 20Ch1M1F1BR GOST 20072-74,Steel / Metal,780.0,14.0,200000.0,77000.0,7.8,,229.0,0.3,,,,,,,
Steel 25Ch1MF GOST 20072-74,Steel / Metal,880.0,14.0,213000.0,82000.0,7.84,,229.0,0.3,,,,,,,
Steel 25Ch1MF GOST 20072-74,Steel / Metal,780.0,16.0,213000.0,82000.0,7.84,,229.0,0.3,,,,,,,
Steel 18Ch3MV GOST 20072-74,Steel / Metal,640.0,18.0,200000.0,77000.0,7.85,,270.0,0.3,,,,,,,
Steel 20Ch3MVF GOST 20072-74,Steel / Metal,880.0,12.0,207000.0,80000.0,7.8,,269.0,0.29,,,,,,,
Steel 15Ch5 GOST 20072-74,Steel / Metal,390.0,24.0,215000.0,83000.0,7.63,,217.0,0.3,,,,,,,
Steel 15Ch5M GOST 20072-74,Steel / Metal,390.0,22.0,211000.0,82000.0,7.75,,217.0,0.29,,,,,,,
Steel 15Ch5VF GOST 20072-74,Steel / Metal,390.0,22.0,200000.0,77000.0,7.85,,217.0,0.3,,,,,,,
Steel 13Ch14N3V2FR GOST 5949-75,Steel / Metal,930.0,14.0,200000.0,77000.0,7.85,,302.0,0.3,,,,,,,
Steel 13Ch14N3V2FR GOST 5949-75,Steel / Metal,1130.0,12.0,200000.0,77000.0,7.85,,302.0,0.3,,,,,,,
Steel 10Ch11N23T3MR GOST 5949-75,Steel / Metal,880.0,8.0,200000.0,77000.0,8.12,,170.0,0.3,,,,,,,
Steel 10Ch11N23T3MR GOST 5949-75,Steel / Metal,980.0,10.0,200000.0,77000.0,8.12,,170.0,0.3,,,,,,,
Steel 12Ch18N10T GOST 5949-75,Steel / Metal,510.0,40.0,215000.0,83000.0,7.63,,170.0,0.3,,,,,,,
Steel 12Ch18N9T GOST 5949-75,Steel / Metal,540.0,40.0,195000.0,75000.0,7.9,,170.0,0.3,,,,,,,
Steel 12Ch18N12T GOST 5949-75,Steel / Metal,540.0,40.0,200000.0,77000.0,7.85,,170.0,0.3,,,,,,,
Steel 12Ch25N16G7AR GOST 5949-75,Steel / Metal,690.0,40.0,216000.0,84000.0,7.67,,170.0,0.29,,,,,,,
Steel 20 GOST 1577-93,Steel / Metal,475.0,27.0,206000.0,80000.0,7.86,,156.0,0.29,,,,,,,
Steel 20 GOST 1577-93,Steel / Metal,450.0,25.0,206000.0,80000.0,7.86,,156.0,0.29,,,,,,,
Steel 20 GOST 1577-93,Steel / Metal,625.0,20.0,206000.0,80000.0,7.86,,156.0,0.29,,,,,,,
Steel 20 GOST 1577-93,Steel / Metal,575.0,22.0,206000.0,80000.0,7.86,,156.0,0.29,,,,,,,
Steel 25 GOST 1577-93,Steel / Metal,495.0,25.0,206000.0,80000.0,7.86,,170.0,0.29,,,,,,,
Steel 25 GOST 1577-93,Steel / Metal,475.0,23.0,206000.0,80000.0,7.86,,170.0,0.29,,,,,,,
Steel 25 GOST 1577-93,Steel / Metal,625.0,19.0,206000.0,80000.0,7.86,,170.0,0.29,,,,,,,
Steel 25 GOST 1577-93,Steel / Metal,575.0,21.0,206000.0,80000.0,7.86,,170.0,0.29,,,,,,,
Steel 30 GOST 1577-93,Steel / Metal,540.0,23.0,206000.0,80000.0,7.86,,179.0,0.29,,,,,,,
Steel 30 GOST 1577-93,Steel / Metal,520.0,21.0,206000.0,80000.0,7.86,,179.0,0.29,,,,,,,
Steel 30 GOST 1577-93,Steel / Metal,675.0,18.0,206000.0,80000.0,7.86,,179.0,0.29,,,,,,,
Steel 30 GOST 1577-93,Steel / Metal,625.0,20.0,206000.0,80000.0,7.86,,179.0,0.29,,,,,,,
Steel 30 GOST 1577-93,Steel / Metal,575.0,21.0,206000.0,80000.0,7.86,,179.0,0.29,,,,,,,
Steel 35 GOST 1577-93,Steel / Metal,575.0,21.0,206000.0,80000.0,7.86,,207.0,0.29,,,,,,,
Steel 35 GOST 1577-93,Steel / Metal,555.0,19.0,206000.0,80000.0,7.86,,207.0,0.29,,,,,,,
Steel 35 GOST 1577-93,Steel / Metal,705.0,17.0,206000.0,80000.0,7.86,,187.0,0.29,,,,,,,
Steel 35 GOST 1577-93,Steel / Metal,675.0,19.0,206000.0,80000.0,7.86,,187.0,0.29,,,,,,,
Steel 35 GOST 1577-93,Steel / Metal,625.0,20.0,206000.0,80000.0,7.86,,187.0,0.29,,,,,,,
Steel 40 GOST 1577-93,Steel / Metal,625.0,19.0,206000.0,80000.0,7.86,,217.0,0.29,,,,,,,
Steel 40 GOST 1577-93,Steel / Metal,605.0,17.0,206000.0,80000.0,7.86,,217.0,0.29,,,,,,,
Steel 40 GOST 1577-93,Steel / Metal,725.0,16.0,206000.0,80000.0,7.86,,187.0,0.29,,,,,,,
Steel 40 GOST 1577-93,Steel / Metal,705.0,18.0,206000.0,80000.0,7.86,,187.0,0.29,,,,,,,
Steel 45 GOST 1577-93,Steel / Metal,675.0,17.0,206000.0,80000.0,7.86,,229.0,0.29,,,,,,,
Steel 45 GOST 1577-93,Steel / Metal,655.0,15.0,206000.0,80000.0,7.86,,229.0,0.29,,,,,,,
Steel 45 GOST 1577-93,Steel / Metal,775.0,14.0,206000.0,80000.0,7.86,,197.0,0.29,,,,,,,
Steel 45 GOST 1577-93,Steel / Metal,725.0,16.0,206000.0,80000.0,7.86,,197.0,0.29,,,,,,,
Steel 45 GOST 1577-93,Steel / Metal,705.0,17.0,206000.0,80000.0,7.86,,197.0,0.29,,,,,,,
Steel 50 GOST 1577-93,Steel / Metal,710.0,16.0,206000.0,80000.0,7.86,,241.0,0.29,,,,,,,
Steel 50 GOST 1577-93,Steel / Metal,690.0,14.0,206000.0,80000.0,7.86,,241.0,0.29,,,,,,,
Steel 50 GOST 1577-93,Steel / Metal,825.0,13.0,206000.0,80000.0,7.86,,207.0,0.29,,,,,,,
Steel 50 GOST 1577-93,Steel / Metal,775.0,15.0,206000.0,80000.0,7.86,,207.0,0.29,,,,,,,
Steel 50 GOST 1577-93,Steel / Metal,725.0,16.0,206000.0,80000.0,7.86,,207.0,0.29,,,,,,,
Steel 55 GOST 1577-93,Steel / Metal,750.0,15.0,206000.0,80000.0,7.86,,255.0,0.29,,,,,,,
Steel 55 GOST 1577-93,Steel / Metal,730.0,13.0,206000.0,80000.0,7.86,,255.0,0.29,,,,,,,
Steel 55 GOST 1577-93,Steel / Metal,875.0,12.0,206000.0,80000.0,7.86,,217.0,0.29,,,,,,,
Steel 55 GOST 1577-93,Steel / Metal,825.0,14.0,206000.0,80000.0,7.86,,217.0,0.29,,,,,,,
Steel 55 GOST 1577-93,Steel / Metal,775.0,15.0,206000.0,80000.0,7.86,,217.0,0.29,,,,,,,
Steel 60 GOST 1577-93,Steel / Metal,785.0,14.0,206000.0,80000.0,7.86,,255.0,0.29,,,,,,,
Steel 60 GOST 1577-93,Steel / Metal,755.0,12.0,206000.0,80000.0,7.86,,255.0,0.29,,,,,,,
Steel 60 GOST 1577-93,Steel / Metal,925.0,11.0,206000.0,80000.0,7.86,,229.0,0.29,,,,,,,
Steel 60 GOST 1577-93,Steel / Metal,875.0,13.0,206000.0,80000.0,7.86,,229.0,0.29,,,,,,,
Steel 60 GOST 1577-93,Steel / Metal,825.0,14.0,206000.0,80000.0,7.86,,229.0,0.29,,,,,,,
Steel 30Ch GOST 1577-93,Steel / Metal,925.0,12.0,206000.0,80000.0,7.86,,187.0,0.29,,,,,,,
Steel 30Ch GOST 1577-93,Steel / Metal,825.0,14.0,206000.0,80000.0,7.86,,187.0,0.29,,,,,,,
Steel 30Ch GOST 1577-93,Steel / Metal,725.0,15.0,206000.0,80000.0,7.86,,187.0,0.29,,,,,,,
Steel 38ChA GOST 1577-93,Steel / Metal,1050.0,11.0,206000.0,80000.0,7.86,,207.0,0.29,,,,,,,
Steel 38ChA GOST 1577-93,Steel / Metal,925.0,13.0,206000.0,80000.0,7.86,,207.0,0.29,,,,,,,
Steel 38ChA GOST 1577-93,Steel / Metal,825.0,14.0,206000.0,80000.0,7.86,,207.0,0.29,,,,,,,
Steel 40Ch GOST 1577-93,Steel / Metal,1100.0,10.0,206000.0,80000.0,7.86,,217.0,0.29,,,,,,,
Steel 40Ch GOST 1577-93,Steel / Metal,1000.0,12.0,206000.0,80000.0,7.86,,217.0,0.29,,,,,,,
Steel 40Ch GOST 1577-93,Steel / Metal,875.0,14.0,206000.0,80000.0,7.86,,217.0,0.29,,,,,,,
Steel 15L GOST 977-88,Steel / Metal,392.0,24.0,200000.0,77000.0,7.82,,170.0,0.3,,,,,,,
Steel 20L GOST 977-88,Steel / Metal,412.0,22.0,200000.0,77000.0,7.82,,170.0,0.3,,,,,,,
